ID_Ra_500prod,Navn,DSK Kategori,Name,DSK Category,Unit,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Total kg CO2-eq/kg,Energi (KJ/100 g),Fedt (g/100 g),Kulhydrat (g/100 g),Protein (g/100 g),Data sources,Comments,"GPC brick no, level 4",ID_food,ID_pack,ID_retail,GPC Category,GPC Kategori,"GPC brick no, level 4",,"GPC brick no, level 1",,"GPC brick no, level 2",,"GPC brick no, level 3",,Ekstra kategorier
Ra00119,"Oliven, grønne, marinerede, konserves",Krydderier/konserveringsmidler/ekstrakter,"Olives, green, pickled, canned",Seasonings/preservatives/extracts,kg,0.53,0.13,0.22,0.51,0.29,0.01,1.69,554,11.7,5,1,Data on inputs and outputs of the food processing industry is modelled using: Italian Kiwi (2018); Carlsson-Kanyama and Faist (2000).,"It has been assumed that the food processing industry is located in Greece. This is a coarse estimate based on the following assumptions: typical flesh to stone ratio of 5:1, water and salt ingredients from a home-made recipe in Italian Kiwi (2018); energy balance assumed as in tomato canning from Appendix 6 in Carlsson-Kanyama and Faist (2000). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000239,Fa0143,Pa047,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10000239,Olives (Shelf Stable),50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171900,Pickles/Relishes/Chutneys/Olives,
Ra00120,"Pære, konserves",Frugt/grøntsagsprodukter,"Pear, canned",Fruit/vegetable products,kg,0.24,0.04,0.20,0.22,0.11,0.01,0.83,299,0.2,15.7,0.3,Data on inputs and outputs of the food processing industry is modelled using: Carlsson-Kanyama and Faist (2000).,It has been assumed that the food processing industry is located in Denmark. Assumed as tomato canning. Mass and energy balance from Appendixes 3 and 6 in Carlsson-Kanyama and Faist (2000). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000206,Fa0131,Pa043,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000206,Fruit – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102000,Fruit – Prepared/Processed,
Ra00121,"Nøddepasta med cacao, smørepålæg",Slik/sukkervarer,"Nut paste with cacao, spreads",Candy/sugar products,kg,1.68,0.44,1.32,0.42,0.10,0.01,3.97,2192,30,54.5,7,Data on inputs and outputs of the food processing industry is modelled using: Ferrero (2020a); Miah et al. (2018).,It has been assumed that the food processing industry is located in Denmark. Ingredients based on Nutella composition (Ferrero 2020a). Share of palm oil and sugar is approximate. Ingredients are assumed to be wasted by 3%. Manufacturing is based on Nestlé production of chocolate products in the UK (Miah et al. 2018). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000045,Fa0114,Pa053,Ma0332,Confectionery/sugar sweetening products,Konfekture/sukker/sødemidler,10000045,Chocolate and Chocolate/Sugar Candy Combinations – Confectionery,50000000,Food/Beverage/Tobacco,50160000,Confectionery/Sugar Sweetening Products,50161800,Confectionery Products,
Ra00122,"Appelsinjuice, konserves",Drikkevarer,"Orange juice, canned",Beverages,kg,0.22,0.03,0.09,0.31,0.67,0.01,1.32,180,0.1,8.4,0.6,Data on inputs and outputs of the food processing industry is modelled using: Jungbluth (2013); Steiner and Frischknecht (2007).,"It has been assumed that the food processing industry is located in Denmark. Data for orange juice production from Jungbluth (2013). Cooling energy source is not specified, it has been added to electricity use. Compressed air in m3 is transformed to electricity consumption assuming 0.362 kWh/m3, from ecoinvent data set on compressed air 1000 kPa gauge, <30kW, average generation (Steiner and Frischknecht 2007). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000219,Fa0028,Pa021,Ma0332,Beverages,Drikkevarer,10000219,Fruit Juice – Ready to Drink (Perishable),50000000,Food/Beverage/Tobacco,50200000,Beverages,50202300,Non Alcoholic Beverages – Ready to Drink,
Ra00123,"Ananas, konserves",Frugt/grøntsagsprodukter,"Pineapple, canned",Fruit/vegetable products,kg,0.17,0.02,0.22,0.22,0.66,0.01,1.30,269,0.3,3.7,0.4,Data on inputs and outputs of the food processing industry is modelled using: Carlsson-Kanyama and Faist (2000).,It has been assumed that the food processing industry is located in RoW America. Assumed as tomato canning. Mass and energy balance from Appendixes 3 and 6 in Carlsson-Kanyama and Faist (2000). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000206,Fa0133,Pa043,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000206,Fruit – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102000,Fruit – Prepared/Processed,
Ra00124,Jordbærsyltetøj,Frugt/grøntsagsprodukter,Strawberry jam,Fruit/vegetable products,kg,0.83,-0.03,0.50,0.32,0.17,0.01,1.80,857,0.3,49,0.3,"Data on inputs and outputs of the food processing industry is modelled using: Ankara University (2018); Carlsson-Kanyama A, Faist M (2000).",It has been assumed that the food processing industry is located in Denmark. Ingredients for marmalade production are obtained from Ankara University (2018). Energy for manufacturing from appendix 6 in Carlsson-Kanyama and Faist (2000). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000206,Fa0116,Pa054,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000206,Fruit – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102000,Fruit – Prepared/Processed,
Ra00125,"Rosiner, uden kerner",Frugt/grøntsagsprodukter,"Raisins, seedless",Fruit/vegetable products,kg,1.14,0.22,0.41,0.26,0.60,0.01,2.63,1412,1.6,68.8,3.2,Data on inputs and outputs of the food processing industry is modelled using: Vukoje et al. (2018).,"It has been assumed that the food processing industry is located in United States. Average process for fruit drying from Vukoje et al. (2018), where we the input of average fruit is replaced by grapes. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000206,Fa0154,Pa066,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000206,Fruit – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102000,Fruit – Prepared/Processed,
Ra00126,Hindbærmarmelade,Frugt/grøntsagsprodukter,Raspberry marmalade,Fruit/vegetable products,kg,0.83,-0.03,0.50,0.32,0.17,0.01,1.80,860,0.6,48.1,0.6,"Data on inputs and outputs of the food processing industry is modelled using: Ankara University (2018); Carlsson-Kanyama A, Faist M (2000).",It has been assumed that the food processing industry is located in Denmark. Ingredients for marmalade production are obtained from Ankara University (2018). Energy for manufacturing from appendix 6 in Carlsson-Kanyama and Faist (2000). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000206,Fa0116,Pa054,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000206,Fruit – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102000,Fruit – Prepared/Processed,
Ra00127,"Hare, rå",Kød/fjerkræ,"Hare, raw",Meat/poultry,kg,1.60,0.43,0.00,0.14,0.11,0.00,2.27,471,1.9,0,21.6,"Data on inputs and outputs of the food processing industry is modelled using: No specific sources for this product, see comments field.",It has been assumed that the food processing industry is located in Denmark. Hare approximated as chicken. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10006281,Fa0288,Pa059,Ma0333,Meat/poultry/other animals,Kød/fjerkræ,10006281,Hare – Unprepared/Unprocessed,50000000,Food/Beverage/Tobacco,50240000,Meat/Poultry/Other Animals,50240200,Meat/Poultry/Other Animals – Unprepared/Unprocessed,
Ra00128,"Kanin, kød, rå",Kød/fjerkræ,"Rabbit, flesh only, raw",Meat/poultry,kg,1.60,0.43,0.00,0.14,0.11,0.00,2.27,495,4,0,20.4,"Data on inputs and outputs of the food processing industry is modelled using: No specific sources for this product, see comments field.",It has been assumed that the food processing industry is located in Denmark. Rabbit approximated as chicken. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10005801,Fa0289,Pa059,Ma0333,Meat/poultry/other animals,Kød/fjerkræ,10005801,Rabbit – Unprepared/Unprocessed,50000000,Food/Beverage/Tobacco,50240000,Meat/Poultry/Other Animals,50240200,Meat/Poultry/Other Animals – Unprepared/Unprocessed,
Ra00129,"Fasan, kød og skind, rå",Kød/fjerkræ,"Pheasant, flesh and skin, raw",Meat/poultry,kg,1.60,0.43,0.00,0.14,0.11,0.00,2.27,712,9.3,0,21.7,"Data on inputs and outputs of the food processing industry is modelled using: No specific sources for this product, see comments field.",It has been assumed that the food processing industry is located in Denmark. Game birds considered constrained. Marginal substitute assumed as chicken. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10005799,Fa0290,Pa059,Ma0333,Meat/poultry/other animals,Kød/fjerkræ,10005799,Pheasant – Unprepared/Unprocessed,50000000,Food/Beverage/Tobacco,50240000,Meat/Poultry/Other Animals,50240200,Meat/Poultry/Other Animals – Unprepared/Unprocessed,
Ra00130,"Due, vildt, kød og skind, rå",Kød/fjerkræ,"Squab (pigeon), raw",Meat/poultry,kg,1.60,0.43,0.00,0.14,0.11,0.00,2.27,1190,23.8,0,18.2,"Data on inputs and outputs of the food processing industry is modelled using: No specific sources for this product, see comments field.",It has been assumed that the food processing industry is located in Denmark. Game birds considered constrained. Marginal substitute assumed as chicken. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10006293,Fa0291,Pa059,Ma0333,Meat/poultry/other animals,Kød/fjerkræ,10006293,Squab/Pigeon – Unprepared/Unprocessed,50000000,Food/Beverage/Tobacco,50240000,Meat/Poultry/Other Animals,50240200,Meat/Poultry/Other Animals – Unprepared/Unprocessed,
Ra00131,"Byggryn, rå",Korn-/gryn-/bælgfrugtprodukter,"Barley groats, raw",Cereal/grain/pulse products,kg,0.50,0.03,-0.03,0.20,0.11,0.01,0.83,1476,2.4,62.2,9.9,Data on inputs and outputs of the food processing industry is modelled using: Nielsen et al. (2003).,"It has been assumed that the food processing industry is located in Denmark. Approximated as production of oat flakes, where oat is replaced by barley as raw material. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000211,Fa0142,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000211,Grains/Cereal – Not Ready to Eat – (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221000,Grains/Flour,
Ra00132,"Havregryn, ikke beriget",Korn-/gryn-/bælgfrugtprodukter,"Oats, rolled, not enriched",Cereal/grain/pulse products,kg,0.58,0.05,-0.03,0.20,0.13,0.01,0.95,1541,6.7,57,14.2,Data on inputs and outputs of the food processing industry is modelled using: Nielsen et al. (2003).,It has been assumed that the food processing industry is located in Denmark. Approxmiated as oat flour production from Nielsen et al. (2003). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000319,Fa0141,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000319,Grains/Cereal – Ready to Eat – (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221000,Grains/Flour,
Ra00133,"Risengryn, grødris, polerede, rå",Korn-/gryn-/bælgfrugtprodukter,"Rice groats, raw",Cereal/grain/pulse products,kg,0.36,0.17,-0.03,0.20,0.40,0.01,1.11,1528,1.3,78.1,6.8,"Data on inputs and outputs of the food processing industry is modelled using: Blengini A, Busto M (2009) The life cycle of rice: LCA of alternative agri-food chain management systems in Vercelli (Italy). J Environ Manage 90(3):1512–1522.",It has been assumed that the food processing industry is located in Denmark. Data from Blengini and Busto (2009). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000285,Fa0025,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000285,Cereals Products – Not Ready to Eat (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221200,Processed Cereal Products,
